ID,sentiment,content
10587,anger,The bubble has officially burst. 98 boys to beat for the trophy and all the glory #wptmain #bye
10588,anger,"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! "
10589,anger,"@feistyarcher -trouble,' he feigned anger and gave her a look that told her to behave. He knew she wouldn't though, and that was one of -"
10590,anger,@JBCrewdotcom how his own fans insult him
10591,anger,I offend u
10592,anger,np rum rage
10593,anger,Some bloke on the train who's obviously trying to provoke West Ham fans by loudly slagging off the stadium to his mate on the phone
10594,anger,#welfarereform should not be a 'model' for .
10595,anger,@TheDTSB @trubble1127 @nflnetwork I agree but our offense was ass after the second half td score on the first drive
10596,anger,"@RealPaulWalker R.I.P Paul, furious 8 can't wait"
10597,anger,"Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics."
10598,anger,"If you let a general tweet offend you, you definitely shouldn't be on twitter."
10599,anger,"As your own lives in order to complete our amazing life journey successfully, it is there. #bitter"
10600,anger,@marthalyssa yep. LOL #bitter
10601,anger,straight people are canoodling on the quad and I'm 
10602,anger,remember when that guy got #angry that i kept saying gary sanchez was the best baseball player in the world... lmao
10603,anger,"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)"
10604,anger,@everycolorbot more like every color looks the same #triggered #colorblind 
10605,anger,My husband found out there are other rabid hockey fans like me as we waited in line 4 of the 6 window stickers were for SJ NHL/AHL hockey.
10606,anger,"@ParrishWalton @kjmgolf Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both."
10607,anger,@UnknownAndYoung — a low growl escaping him. Oh oh.
10608,anger,@RiotzXVl papercuts sting and stub ur toe last for like 10 secs
10609,anger,I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits 🔥🔥🔥
10610,anger,Love how Megan is raging about this Kendall Jenner photo and I'm sat here like 🤔🙃
10611,anger,@josephperson Cam is still rattled from the backlash he received when he made the black QB comment and suffered the wrath of White America.
10612,anger,Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin expedition.
10613,anger,"Y'all really insult coz of soccer???  Lmao, wow!!!!!!"
10614,anger,What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n #whereareugoing 
10615,anger,@StarFlowerz17 @DreamerAbe #bitter. Nicole and Cory is why she was evicted.
10616,anger,@rumanaa_r @DaiIyRoasts what did I do to offend you? 🙄😭😂
10617,anger,What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n#whereareugoing #relentless
10618,anger,"The bitter the battle, the sweeter the victory..."
10619,anger,i resent biting my tongue.
10620,anger,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday 
10621,anger,People often grudge others what they cannot enjoy themselves.
10622,anger,@SarahMi40605180 @kaileighhxo sorry to burst the bubble but there was never any illusion 🙈😂😂
10623,anger,"@jaybusbee Well, not Archie. No offense but he's kinda old."
10624,anger,Scored madden 13 on vita for $20AU today.  Bloke didn't know what he had. I'd have happily paid $70 🤑 my only ever bargain! #bargain #vit
10625,anger,Now they fret about scuffs. I’ll take scuffs (which…come in) for a phone I can use wet handed or drop in a toilet any day.
10626,anger,"If ydu yell 'fire' in a crowded theater you will burst into flames. It's a cool trick, bu: only once."
10627,anger,Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!
10628,anger,"@ToddDoug @Ziggomattic Yeah, this actually supports why I tweeted in this thread initially. Because of the article's righteous indignation."
10629,anger,@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle #revenge
10630,anger,@edquinn63 how can you even forget to pick ur fave child up from school 
10631,anger,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! "
10632,anger,@St8edge4life88 eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol
10633,anger,@warFarePower dip it in boiling water
10634,anger,I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming 
10635,anger,"When anger rises, think of the consequences. #quote #wisdom #anger"
10636,anger,New madden kicking 🚮
10637,anger,I was going to say that Rooney is a shadow of his former self but I don't want to offend any shadows. #NTFCvMUFC
10638,anger,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know
10639,anger,schneiderlin taking his revenge for the 2 fouls
10640,anger,@JustinRow10 dude the new madden 17? Haha
10641,anger,you are an angry glass of vodka
10642,anger,one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome #revenge
10643,anger,"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better"
10644,anger,Time wounds all heels.\n\n #DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge  #hate #time #funny #politics #Trump #POTUS2016
10645,anger,@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today
10646,anger,you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm 
10647,anger,The most important thing to #bestrong is to hold your #anger #thoughts
10648,anger,Gotta wonder why Caller Max listens to the show in the first place if you so incense him @MSignorile
10649,anger,I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.
10650,anger,doing some testing with my current earth burst team
10651,anger,"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work "
10652,anger,"also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of chara!)"
10653,anger,"@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate"
10654,anger,"“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot"
10655,anger,"@rabpeel snap, seems to be a problem here"
10656,anger,#burning the last of @Yan
10657,anger,Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween 😈
10658,anger,"@GreyTheTick But even if I jumped through that hoop, it just takes one irate netizen to decide me playing by 'the rules' isn't enough."
10659,anger,The best revenge is massive success. –Frank Sinatra
10660,anger,"Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the remark"
10661,anger,I need to stop second guess myself and just go with the first thought and go with it. #relentless
10662,anger,We worship at Your feet\nWhere wrath and mercy meet\nAnd a guilty world is washed\nBy love's pure stream\n—Graham Kendrick
10663,anger,"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 "
10664,anger,"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride #anger"
10665,anger,"Holding a grudge on someone will stop your blessings from God ,learn to forgive &amp; forget 🙏🏾"
10666,anger,Why does Candice constantly pout #GBBO 💄😒
10667,anger,"@pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff, treat"
10668,anger,Nor hell a fury like a woman scorned -- William Congreve
10669,anger,That is at least the 3rd time the balls been burst in our games
10670,anger,@stoozyboy1 @chris_sutton73 😂😂 Oh the zombie rage 😂
10671,anger,Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines
10672,anger,@wcsportscamp I lol'ed.  Privileged exasperation should be bottled and sold.
10673,anger,Finally made my #fury #warrior guide. Let me know your thoughts
10674,anger,@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! 
10675,anger,@JustPyroNow are you gonna do any kind of community raids when wrath of the machine drops?
10676,anger,"Nurse practitioner: 'you look pretty bad. No offense of course.'  \n\nThank you, that really added that spark of positivity I needed today."
10677,anger,@dlrwills turn that frown upside down buddy 🙃.
10678,anger,"@SonOfTheDovah *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together, we'll both be safe.--"
10679,anger,and apparently he's supposed to have a Scottish accent??? I'm 
10680,anger,"@PerfectQuartz She's jogging a bit to stay beside her, puffing her cheeks with a huff each time. 'Oh-- jeez Jasper, why don't you —"
10681,anger,"@RichardHBell Yes, I think he held a grudge ..."
10682,anger, I can't guess if you holding a grudge against the best'
10683,anger,@JoeGoodmanJr. A solution. But the assumptions by media in articles and every other venue causes animosity to the conversation.
10684,anger,@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club 
10685,anger,"@lyskoi anyway, I found a short scale today that was perfect for my purposes. soft on the hands, won't aggravate my (now-chronic) tendonitis"
10686,anger,GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED #revenge
10687,anger,Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha
